Timestamp,Repo,Model,FewShot_Count,macro_f1,Token_Count
2026-03-07T07:54:07.044150+00:00,bitcoin_bitcoin,meta-llama/Llama-3.2-3B-Instruct,0,0.2066491087446086,84
