Timestamp,Repo,FewShot_Count,Individual,Macro_F1,Token_Count,Token_Count_cl100k
2026-03-27 02:30:23,tensorflow_tensorflow,1,per_instance_selection,0.6674694183624611,814.6533333333333,759.9266666666666
2026-03-27 02:30:43,tensorflow_tensorflow,2,per_instance_selection,0.6787146765631107,1522.8666666666666,1410.44
2026-03-27 02:31:05,tensorflow_tensorflow,3,per_instance_selection,0.638888888888889,2412.5333333333333,2208.4866666666667
2026-03-27 02:31:30,tensorflow_tensorflow,4,per_instance_selection,0.6519534061418362,3215.5466666666666,2952.9866666666667
2026-03-27 02:31:55,tensorflow_tensorflow,6,per_instance_selection,0.6099360229795012,4969.62,4574.06
2026-03-27 02:32:32,tensorflow_tensorflow,8,per_instance_selection,0.6430116953118586,6446.326666666667,5952.126666666667
2026-03-27 02:33:08,tensorflow_tensorflow,10,per_instance_selection,0.6548509201825848,8311.56,7672.153333333334
2026-03-27 02:33:49,tensorflow_tensorflow,12,per_instance_selection,0.6451406745089606,9799.413333333334,9071.14
2026-03-27 02:34:30,tensorflow_tensorflow,16,per_instance_selection,0.6879145923221596,12766.833333333334,11852.94
2026-03-27 02:35:31,tensorflow_tensorflow,20,per_instance_selection,0.6907936507936508,15780.106666666667,14676.06
2026-03-27 02:36:40,tensorflow_tensorflow,24,per_instance_selection,0.7236333083843322,18706.34,17424.173333333332
2026-03-27 02:38:39,tensorflow_tensorflow,32,per_instance_selection,0.6566266894192483,22865.213333333333,21335.94
