Timestamp,Repo,Model,FewShot_Count,Macro_F1,Token_Count
2026-03-07T07:51:42.040747+00:00,bitcoin_bitcoin,meta-llama/Llama-3.1-8B-Instruct,0,0.40800755506637865,84
