Timestamp,Repo,FewShot_Count,Individual,Macro_F1,Token_Count,Token_Count_cl100k
2026-03-27 02:12:37,facebook_react,1,per_instance_selection,0.5617183985605038,438.51020408163265,413.44897959183675
2026-03-27 02:12:41,facebook_react,2,per_instance_selection,0.6380808733749911,718.8979591836735,685.0816326530612
2026-03-27 02:12:46,facebook_react,3,per_instance_selection,0.6086857971802891,1057.7755102040817,1008.7551020408164
2026-03-27 02:12:51,facebook_react,4,per_instance_selection,0.589291410344042,1488.7551020408164,1408.9795918367347
2026-03-27 02:12:56,facebook_react,6,per_instance_selection,0.6314453988872594,2172.714285714286,2061.0
2026-03-27 02:13:02,facebook_react,8,per_instance_selection,0.6575858250276855,2720.0,2588.877551020408
2026-03-27 02:13:08,facebook_react,10,per_instance_selection,0.7528821307891076,3287.5714285714284,3138.5102040816328
2026-03-27 02:13:15,facebook_react,12,per_instance_selection,0.7449186991869917,3870.8979591836733,3701.204081632653
2026-03-27 02:13:21,facebook_react,16,per_instance_selection,0.7526132404181185,5103.326530612245,4894.938775510204
2026-03-27 02:13:30,facebook_react,20,per_instance_selection,0.7783835485413677,6328.061224489796,6069.183673469388
2026-03-27 02:13:39,facebook_react,24,per_instance_selection,0.7359659310878822,7690.3877551020405,7368.061224489796
2026-03-27 02:13:49,facebook_react,32,per_instance_selection,0.745403498310475,10123.551020408164,9721.081632653062
