Timestamp,Repo,FewShot_Count,Individual,Macro_F1,Token_Count,Token_Count_cl100k
2026-03-30 02:53:53,tensorflow_tensorflow,1,per_instance_selection,0.6752406657669816,934.2533333333333,759.9266666666666
2026-03-30 02:54:27,tensorflow_tensorflow,2,per_instance_selection,0.6469831436274389,1755.52,1410.44
2026-03-30 02:55:02,tensorflow_tensorflow,3,per_instance_selection,0.6478999370177925,2769.1466666666665,2208.4866666666667
2026-03-30 02:55:59,tensorflow_tensorflow,4,per_instance_selection,0.6104355491445287,3714.0133333333333,2952.9866666666667
2026-03-30 02:57:23,tensorflow_tensorflow,6,per_instance_selection,0.6822809712453175,5749.473333333333,4574.06
2026-03-30 02:59:28,tensorflow_tensorflow,8,per_instance_selection,0.6685739547808512,7317.553333333333,5838.8
2026-03-30 03:02:05,tensorflow_tensorflow,10,per_instance_selection,0.629872495446266,9494.586666666666,7559.446666666667
2026-03-30 03:05:24,tensorflow_tensorflow,12,per_instance_selection,0.6590520590520591,11245.506666666666,8958.34
2026-03-30 03:09:18,tensorflow_tensorflow,16,per_instance_selection,0.6504096262160778,14703.286666666667,11720.626666666667
2026-03-30 03:14:19,tensorflow_tensorflow,20,per_instance_selection,0.663376876876877,17825.833333333332,14260.62
2026-03-30 03:20:23,tensorflow_tensorflow,24,per_instance_selection,0.696339285782101,20560.986666666668,16527.446666666667
2026-03-30 03:27:22,tensorflow_tensorflow,32,per_instance_selection,0.6857685052102047,24349.96,19701.86
