Timestamp,Repo,FewShot_Count,Individual,Macro_F1,Token_Count,Token_Count_cl100k
2026-03-30 06:04:13,microsoft_vscode,1,per_instance_selection,0.29511741207806336,442.02392344497605,443.01913875598086
2026-03-30 06:04:54,microsoft_vscode,2,per_instance_selection,0.27493884261450013,767.3277511961722,769.3325358851674
2026-03-30 06:05:36,microsoft_vscode,3,per_instance_selection,0.2682134860292386,1057.6626794258373,1060.6459330143541
2026-03-30 06:06:18,microsoft_vscode,4,per_instance_selection,0.25649032080122736,1379.3684210526317,1383.6291866028707
2026-03-30 06:07:02,microsoft_vscode,6,per_instance_selection,0.27186655422830147,2092.842105263158,2099.33971291866
2026-03-30 06:08:01,microsoft_vscode,8,per_instance_selection,0.2873790369850442,2786.937799043062,2795.55980861244
2026-03-30 06:09:17,microsoft_vscode,10,per_instance_selection,0.30190132640999706,3482.3612440191387,3493.2105263157896
2026-03-30 06:11:56,microsoft_vscode,12,per_instance_selection,0.3021270499505516,4172.344497607655,4185.547846889952
2026-03-30 06:15:03,microsoft_vscode,16,per_instance_selection,0.3778225806451612,5524.61961722488,5542.555023923445
2026-03-30 06:19:09,microsoft_vscode,20,per_instance_selection,0.3935731824490232,6938.861244019139,6961.44976076555
2026-03-30 06:24:16,microsoft_vscode,24,per_instance_selection,0.4133630011961376,8264.942583732058,8291.911483253589
2026-03-30 06:30:24,microsoft_vscode,32,per_instance_selection,0.42369512331891385,10980.258373205741,11016.583732057416
