Timestamp,Repo,FewShot_Count,Trial,Individual,Macro_F1,Token_Count
2026-03-07 03:35:42,opencv_opencv,1,0,[178],0.298838494084674,419
2026-03-07 03:37:15,opencv_opencv,1,1,[78],0.28225545171339567,146
2026-03-07 03:38:42,opencv_opencv,1,2,[960],0.2736436874424893,175
2026-03-07 03:40:14,opencv_opencv,1,3,[437],0.38176328239642787,202
2026-03-07 03:41:46,opencv_opencv,1,4,[228],0.20103950103950105,163
2026-03-07 03:43:21,opencv_opencv,1,5,[130],0.23609022556390977,203
2026-03-07 03:44:51,opencv_opencv,1,6,[957],0.25949368755712543,153
2026-03-07 03:46:26,opencv_opencv,1,7,[110],0.2733804207488418,197
2026-03-07 03:47:58,opencv_opencv,1,8,[555],0.2260304659498208,122
2026-03-07 03:49:31,opencv_opencv,1,9,[56],0.23918089760894087,532
2026-03-07 03:51:04,opencv_opencv,1,10,[392],0.27116324535679376,422
2026-03-07 03:52:34,opencv_opencv,1,11,[982],0.2906898853150621,727
2026-03-07 03:54:09,opencv_opencv,1,12,[34],0.34681536165868215,273
2026-03-07 03:55:38,opencv_opencv,1,13,[259],0.2532106236657575,343
2026-03-07 03:57:07,opencv_opencv,1,14,[833],0.27613927291346646,2216
2026-03-07 03:58:36,opencv_opencv,1,15,[707],0.31295847964695706,145
2026-03-07 04:00:05,opencv_opencv,1,16,[415],0.34487922705314017,633
2026-03-07 04:01:31,opencv_opencv,1,17,[967],0.3612825716995871,406
2026-03-07 04:03:02,opencv_opencv,1,18,[4],0.4604698960944688,198
2026-03-07 04:04:40,opencv_opencv,1,19,[858],0.27112847553099123,559
2026-03-07 03:35:43,opencv_opencv,2,0,"[493, 650]",0.34020741922616676,876
2026-03-07 03:37:09,opencv_opencv,2,1,"[258, 279]",0.26566285912080306,555
2026-03-07 03:38:35,opencv_opencv,2,2,"[130, 547]",0.2633545806774153,388
2026-03-07 03:40:01,opencv_opencv,2,3,"[157, 737]",0.2591628927297296,1360
2026-03-07 03:41:37,opencv_opencv,2,4,"[195, 576]",0.2385193753614806,738
2026-03-07 03:43:08,opencv_opencv,2,5,"[451, 774]",0.2191919191919192,798
2026-03-07 03:44:42,opencv_opencv,2,6,"[88, 541]",0.23981264637002342,366
2026-03-07 03:46:17,opencv_opencv,2,7,"[255, 940]",0.22553485162180817,474
2026-03-07 03:47:47,opencv_opencv,2,8,"[161, 775]",0.22714761697812547,369
2026-03-07 03:49:26,opencv_opencv,2,9,"[600, 740]",0.200233918128655,299
2026-03-07 03:50:54,opencv_opencv,2,10,"[142, 393]",0.2506545006545006,561
2026-03-07 03:52:26,opencv_opencv,2,11,"[93, 466]",0.22293447293447297,2166
2026-03-07 03:53:58,opencv_opencv,2,12,"[163, 592]",0.2686383561169153,1380
2026-03-07 03:55:29,opencv_opencv,2,13,"[206, 476]",0.2424204023443688,653
2026-03-07 03:57:01,opencv_opencv,2,14,"[569, 778]",0.2615464803461181,268
2026-03-07 03:58:36,opencv_opencv,2,15,"[747, 928]",0.2671050597407187,364
2026-03-07 04:00:05,opencv_opencv,2,16,"[333, 758]",0.2607900157518478,845
2026-03-07 04:01:35,opencv_opencv,2,17,"[429, 727]",0.21774476093234638,2014
2026-03-07 04:03:10,opencv_opencv,2,18,"[146, 546]",0.24425287356321843,494
2026-03-07 04:04:43,opencv_opencv,2,19,"[350, 501]",0.21879120879120884,679
2026-03-07 03:35:42,opencv_opencv,3,0,"[288, 498, 782]",0.2587591919425051,933
2026-03-07 03:37:13,opencv_opencv,3,1,"[471, 886, 1034]",0.2874756651524984,2941
2026-03-07 03:38:49,opencv_opencv,3,2,"[394, 529, 995]",0.37980719798901624,1517
2026-03-07 03:40:20,opencv_opencv,3,3,"[39, 111, 418]",0.2155126140633387,4404
2026-03-07 03:41:58,opencv_opencv,3,4,"[349, 560, 683]",0.35706947916309967,935
2026-03-07 03:43:30,opencv_opencv,3,5,"[121, 382, 731]",0.27757307121870894,7442
2026-03-07 03:45:01,opencv_opencv,3,6,"[382, 560, 841]",0.19425616577515312,825
2026-03-07 03:46:38,opencv_opencv,3,7,"[680, 824, 976]",0.24058809491560407,641
2026-03-07 03:48:13,opencv_opencv,3,8,"[278, 343, 915]",0.2259738331238498,1543
2026-03-07 03:49:44,opencv_opencv,3,9,"[228, 437, 964]",0.2926246592913259,1055
2026-03-07 03:51:18,opencv_opencv,3,10,"[463, 563, 952]",0.2987179487179487,2231
2026-03-07 03:52:52,opencv_opencv,3,11,"[284, 580, 830]",0.2397482251187474,1883
2026-03-07 03:54:25,opencv_opencv,3,12,"[228, 639, 834]",0.26719371283533583,1058
2026-03-07 03:55:55,opencv_opencv,3,13,"[95, 141, 157]",0.25848384454907297,1312
2026-03-07 03:57:28,opencv_opencv,3,14,"[209, 258, 1033]",0.3473922902494331,514
2026-03-07 03:58:59,opencv_opencv,3,15,"[79, 858, 975]",0.28281226321001757,1007
2026-03-07 04:00:30,opencv_opencv,3,16,"[653, 765, 809]",0.24731084637972214,2655
2026-03-07 04:02:04,opencv_opencv,3,17,"[323, 863, 944]",0.31197744818528367,944
2026-03-07 04:03:37,opencv_opencv,3,18,"[19, 253, 879]",0.35000000000000003,456
2026-03-07 04:05:09,opencv_opencv,3,19,"[143, 468, 547]",0.26582385166455963,603
2026-03-07 03:35:47,opencv_opencv,4,0,"[207, 507, 593, 759]",0.25952380952380955,1656
2026-03-07 03:37:14,opencv_opencv,4,1,"[14, 457, 646, 988]",0.24487427466150868,1582
2026-03-07 03:38:42,opencv_opencv,4,2,"[134, 324, 801, 825]",0.26911993382961125,918
2026-03-07 03:40:13,opencv_opencv,4,3,"[524, 658, 779, 1034]",0.24975891996142718,981
2026-03-07 03:41:49,opencv_opencv,4,4,"[283, 345, 489, 988]",0.16023391812865498,809
2026-03-07 03:43:20,opencv_opencv,4,5,"[288, 687, 881, 1007]",0.34003249593800783,891
2026-03-07 03:44:53,opencv_opencv,4,6,"[14, 420, 634, 975]",0.2082324455205811,1704
2026-03-07 03:46:27,opencv_opencv,4,7,"[40, 253, 400, 476]",0.2648753998935754,1585
