Timestamp,Repo,Model,FewShot_Count,macro_f1,Token_Count
2026-03-07T07:54:28.842639+00:00,tensorflow_tensorflow,meta-llama/Llama-3.2-3B-Instruct,0,0.22607685704186234,84
