Timestamp,Repo,FewShot_Count,Trial,Individual,Macro_F1,Token_Count
2026-03-06 08:10:36,bitcoin_bitcoin,1,0,[572],0.7759259621083344,228
2026-03-06 08:12:36,bitcoin_bitcoin,1,1,[107],0.7622710622710622,235
2026-03-06 08:14:36,bitcoin_bitcoin,1,2,[35],0.6962962962962963,133
2026-03-06 08:16:45,bitcoin_bitcoin,1,3,[255],0.7377346575997489,406
2026-03-06 08:18:53,bitcoin_bitcoin,1,4,[196],0.79245522995523,550
2026-03-06 08:21:03,bitcoin_bitcoin,1,5,[655],0.7497156177156178,444
2026-03-06 08:23:09,bitcoin_bitcoin,1,6,[599],0.7501423227065712,667
2026-03-06 08:25:21,bitcoin_bitcoin,1,7,[760],0.752168551899131,154
2026-03-06 08:27:22,bitcoin_bitcoin,1,8,[90],0.7827956989247311,1391
2026-03-06 08:29:25,bitcoin_bitcoin,1,9,[413],0.6859543817527011,120
2026-03-06 08:31:37,bitcoin_bitcoin,1,10,[25],0.7503176100628931,730
2026-03-06 08:33:40,bitcoin_bitcoin,1,11,[191],0.7764842767295598,466
2026-03-06 08:35:42,bitcoin_bitcoin,1,12,[434],0.7344263470049635,712
2026-03-06 08:37:51,bitcoin_bitcoin,1,13,[183],0.7717281213216172,429
2026-03-06 08:39:56,bitcoin_bitcoin,1,14,[571],0.7007118254879449,261
2026-03-06 08:42:08,bitcoin_bitcoin,1,15,[517],0.7479100570378461,168
2026-03-06 08:44:10,bitcoin_bitcoin,1,16,[204],0.6926683716965046,173
2026-03-06 08:46:13,bitcoin_bitcoin,1,17,[530],0.6869517085389116,124
2026-03-06 08:48:23,bitcoin_bitcoin,1,18,[795],0.6490767460721628,310
2026-03-06 08:50:31,bitcoin_bitcoin,1,19,[671],0.7682295597484278,362
2026-03-06 08:10:36,bitcoin_bitcoin,2,0,"[149, 704]",0.7503176100628931,391
2026-03-06 08:12:40,bitcoin_bitcoin,2,1,"[413, 621]",0.7829634322529607,631
2026-03-06 08:14:43,bitcoin_bitcoin,2,2,"[255, 330]",0.6602254428341384,553
2026-03-06 08:16:48,bitcoin_bitcoin,2,3,"[137, 190]",0.745679012345679,1528
2026-03-06 08:18:56,bitcoin_bitcoin,2,4,"[329, 731]",0.7283590280896073,443
2026-03-06 08:21:05,bitcoin_bitcoin,2,5,"[90, 98]",0.7635708857831962,2244
2026-03-06 08:23:16,bitcoin_bitcoin,2,6,"[99, 389]",0.744933989373238,1815
2026-03-06 08:25:27,bitcoin_bitcoin,2,7,"[352, 367]",0.7686678614097969,636
2026-03-06 08:27:31,bitcoin_bitcoin,2,8,"[270, 618]",0.7423247283298173,237
2026-03-06 08:29:32,bitcoin_bitcoin,2,9,"[44, 826]",0.6796538421436763,372
2026-03-06 08:31:41,bitcoin_bitcoin,2,10,"[470, 747]",0.7638199920350458,776
2026-03-06 08:33:47,bitcoin_bitcoin,2,11,"[127, 549]",0.7503176100628931,475
2026-03-06 08:35:53,bitcoin_bitcoin,2,12,"[80, 387]",0.7051590121952594,257
2026-03-06 08:38:04,bitcoin_bitcoin,2,13,"[300, 565]",0.7638199920350458,1079
2026-03-06 08:40:21,bitcoin_bitcoin,2,14,"[633, 643]",0.7521331684853698,380
2026-03-06 08:42:29,bitcoin_bitcoin,2,15,"[370, 591]",0.7397324333116461,344
2026-03-06 08:44:34,bitcoin_bitcoin,2,16,"[196, 721]",0.7431378284822778,639
2026-03-06 08:46:40,bitcoin_bitcoin,2,17,"[46, 71]",0.7895228266745296,282
2026-03-06 08:48:45,bitcoin_bitcoin,2,18,"[233, 677]",0.7298919115278378,346
2026-03-06 08:50:46,bitcoin_bitcoin,2,19,"[296, 791]",0.7423247283298173,318
2026-03-06 08:10:28,bitcoin_bitcoin,3,0,"[65, 211, 824]",0.7283590280896073,734
2026-03-06 08:12:44,bitcoin_bitcoin,3,1,"[97, 355, 755]",0.7497156177156178,2312
2026-03-06 08:14:57,bitcoin_bitcoin,3,2,"[241, 427, 561]",0.7116714199291332,10986
2026-03-06 08:17:01,bitcoin_bitcoin,3,3,"[143, 356, 730]",0.7490918803418803,15892
2026-03-06 08:19:21,bitcoin_bitcoin,3,4,"[188, 318, 339]",0.7501717032967034,20820
2026-03-06 08:21:31,bitcoin_bitcoin,3,5,"[252, 596, 608]",0.7731922398589065,1314
2026-03-06 08:23:44,bitcoin_bitcoin,3,6,"[570, 630, 821]",0.7589922210611867,835
2026-03-06 08:25:53,bitcoin_bitcoin,3,7,"[58, 542, 561]",0.7151741293532338,449
2026-03-06 08:27:56,bitcoin_bitcoin,3,8,"[147, 487, 636]",0.7216906259359089,2823
2026-03-06 08:30:07,bitcoin_bitcoin,3,9,"[152, 214, 452]",0.7548038630027877,664
2026-03-06 08:32:15,bitcoin_bitcoin,3,10,"[257, 323, 777]",0.7627209390587725,817
2026-03-06 08:34:20,bitcoin_bitcoin,3,11,"[524, 572, 652]",0.7424049165120593,721
2026-03-06 08:36:26,bitcoin_bitcoin,3,12,"[192, 305, 639]",0.725921947726459,1055
2026-03-06 08:38:33,bitcoin_bitcoin,3,13,"[650, 733, 739]",0.7530270655270656,3415
2026-03-06 08:40:47,bitcoin_bitcoin,3,14,"[43, 210, 710]",0.7811915020056456,643
2026-03-06 08:42:53,bitcoin_bitcoin,3,15,"[26, 280, 790]",0.7174027395702273,1394
2026-03-06 08:45:00,bitcoin_bitcoin,3,16,"[57, 252, 343]",0.7490918803418803,330
2026-03-06 08:47:11,bitcoin_bitcoin,3,17,"[186, 521, 757]",0.7529271206690561,2020
2026-03-06 08:49:21,bitcoin_bitcoin,3,18,"[199, 298, 635]",0.7197933461625144,504
2026-03-06 08:51:29,bitcoin_bitcoin,3,19,"[392, 461, 584]",0.7627209390587725,978
2026-03-06 08:10:35,bitcoin_bitcoin,4,0,"[439, 600, 772, 803]",0.7547255826738132,1933
2026-03-06 08:12:43,bitcoin_bitcoin,4,1,"[127, 129, 218, 230]",0.7537199359514023,1465
2026-03-06 08:14:49,bitcoin_bitcoin,4,2,"[249, 491, 492, 660]",0.7565317255239736,820
2026-03-06 08:16:54,bitcoin_bitcoin,4,3,"[397, 511, 662, 760]",0.7986616300675947,1757
2026-03-06 08:19:08,bitcoin_bitcoin,4,4,"[202, 342, 348, 510]",0.7811915020056456,3897
2026-03-06 08:21:18,bitcoin_bitcoin,4,5,"[90, 123, 438, 456]",0.7571971424228606,2017
2026-03-06 08:23:30,bitcoin_bitcoin,4,6,"[38, 104, 667, 829]",0.7503796131247111,1501
2026-03-06 08:25:37,bitcoin_bitcoin,4,7,"[135, 149, 564, 668]",0.7583323557985858,567
2026-03-06 08:27:41,bitcoin_bitcoin,4,8,"[57, 362, 535, 602]",0.7731922398589065,1847
2026-03-06 08:29:47,bitcoin_bitcoin,4,9,"[324, 327, 452, 535]",0.7278406598227604,1221
2026-03-06 08:31:51,bitcoin_bitcoin,4,10,"[219, 457, 506, 742]",0.7922570603044368,738
2026-03-06 08:33:47,bitcoin_bitcoin,4,11,"[9, 628, 630, 827]",0.7863910422049957,633
2026-03-06 08:35:49,bitcoin_bitcoin,4,12,"[93, 492, 605, 640]",0.8152295597484277,4254
2026-03-06 08:37:56,bitcoin_bitcoin,4,13,"[231, 326, 600, 676]",0.7641644620811286,15618
2026-03-06 08:40:10,bitcoin_bitcoin,4,14,"[92, 143, 253, 404]",0.7468710089399745,20387
2026-03-06 08:42:19,bitcoin_bitcoin,4,15,"[5, 388, 688, 757]",0.7589922210611867,546
2026-03-06 08:44:29,bitcoin_bitcoin,4,16,"[227, 462, 641, 642]",0.7395693737157152,5802
2026-03-06 08:46:35,bitcoin_bitcoin,4,17,"[106, 154, 435, 753]",0.7953091112653063,1147
2026-03-06 08:48:43,bitcoin_bitcoin,4,18,"[258, 556, 561, 816]",0.7278406598227604,1017
2026-03-06 08:50:51,bitcoin_bitcoin,4,19,"[136, 182, 435, 536]",0.7731922398589065,2378
2026-03-06 08:10:33,bitcoin_bitcoin,6,0,"[141, 320, 498, 673, 749, 777]",0.7661101575908879,3008
2026-03-06 08:12:39,bitcoin_bitcoin,6,1,"[0, 303, 458, 469, 538, 806]",0.7810135404221427,3168
2026-03-06 08:14:40,bitcoin_bitcoin,6,2,"[15, 92, 348, 716, 813, 837]",0.7708688887518077,1578
2026-03-06 08:16:48,bitcoin_bitcoin,6,3,"[61, 209, 228, 264, 706, 757]",0.7810135404221427,1804
2026-03-06 08:18:55,bitcoin_bitcoin,6,4,"[65, 80, 469, 496, 700, 830]",0.7537199359514023,1292
2026-03-06 08:21:07,bitcoin_bitcoin,6,5,"[56, 115, 487, 672, 715, 733]",0.725921947726459,2153
2026-03-06 08:23:15,bitcoin_bitcoin,6,6,"[114, 155, 249, 408, 502, 587]",0.7384615384615385,866
2026-03-06 08:25:25,bitcoin_bitcoin,6,7,"[195, 393, 457, 534, 762, 777]",0.8002932551319648,1805
2026-03-06 08:27:28,bitcoin_bitcoin,6,8,"[185, 470, 613, 648, 652, 667]",0.8007168458781361,1481
2026-03-06 08:29:36,bitcoin_bitcoin,6,9,"[267, 342, 361, 424, 596, 604]",0.7731922398589065,4454
2026-03-06 08:31:50,bitcoin_bitcoin,6,10,"[110, 202, 236, 385, 448, 786]",0.7844424094424095,3983
2026-03-06 08:33:54,bitcoin_bitcoin,6,11,"[17, 49, 211, 291, 506, 530]",0.7609819524626827,1045
