Timestamp,Repo,FewShot_Count,Individual,Macro_F1,Token_Count,Token_Count_cl100k
2026-03-29 23:59:30,bitcoin_bitcoin,1,per_instance_selection,0.6013615463595375,1069.0190476190476,1069.1619047619047
2026-03-29 23:59:49,bitcoin_bitcoin,2,per_instance_selection,0.5328831337603267,2902.980952380952,2903.3714285714286
2026-03-30 00:00:19,bitcoin_bitcoin,3,per_instance_selection,0.5005787037037037,3854.1809523809525,3854.8
2026-03-30 00:00:38,bitcoin_bitcoin,4,per_instance_selection,0.468078431372549,4472.533333333334,4473.228571428572
2026-03-30 00:00:54,bitcoin_bitcoin,6,per_instance_selection,0.5214508283933729,6173.085714285714,6174.009523809524
2026-03-30 00:01:22,bitcoin_bitcoin,8,per_instance_selection,0.5819318077382594,7361.980952380953,7363.066666666667
2026-03-30 00:01:47,bitcoin_bitcoin,10,per_instance_selection,0.48816287878787873,8946.371428571429,8947.752380952381
2026-03-30 00:02:18,bitcoin_bitcoin,12,per_instance_selection,0.5318287037037037,10427.27619047619,10428.761904761905
2026-03-30 00:02:48,bitcoin_bitcoin,16,per_instance_selection,0.5949074074074074,13838.304761904761,13840.438095238096
2026-03-30 00:05:11,bitcoin_bitcoin,20,per_instance_selection,0.6174480127968499,18545.69523809524,18548.819047619047
2026-03-30 00:08:59,bitcoin_bitcoin,24,per_instance_selection,0.5987862217527289,23185.428571428572,23189.409523809525
2026-03-30 00:13:55,bitcoin_bitcoin,32,per_instance_selection,0.6028828404226072,29606.97142857143,29611.92380952381
