Timestamp,Repo,FewShot_Count,Individual,Accuracy,Token_Count
2026-03-06 07:07:49.631254,bitcoin_bitcoin,1,[572],0.7333333333333333,248
2026-03-06 07:07:51.055750,bitcoin_bitcoin,3,"[65, 211, 824]",0.7714285714285715,776
2026-03-06 07:07:53.019539,bitcoin_bitcoin,6,"[141, 320, 498, 673, 749, 777]",0.7523809523809524,3149
2026-03-06 07:07:54.508895,bitcoin_bitcoin,12,"[105, 259, 265, 270, 308, 382, 386, 435, 608, 617, 642, 786]",0.7333333333333333,10555
2026-03-06 07:07:54.746300,bitcoin_bitcoin,8,"[106, 177, 236, 291, 504, 646, 701, 752]",0.7904761904761904,2590
2026-03-06 07:07:54.746731,bitcoin_bitcoin,10,"[86, 106, 109, 120, 251, 518, 589, 638, 765, 822]",0.7047619047619048,11141
2026-03-06 07:07:54.949418,bitcoin_bitcoin,4,"[439, 600, 772, 803]",0.7333333333333333,2086
2026-03-06 07:07:55.868733,bitcoin_bitcoin,2,"[149, 704]",0.7142857142857143,417
2026-03-06 07:07:56.045020,bitcoin_bitcoin,16,"[17, 109, 111, 135, 172, 197, 209, 215, 229, 407, 452, 513, 550, 608, 618, 734]",0.7523809523809524,7361
2026-03-06 07:07:57.170939,bitcoin_bitcoin,32,"[30, 64, 84, 116, 137, 148, 152, 157, 168, 256, 290, 363, 435, 455, 470, 535, 557, 559, 588, 647, 656, 658, 675, 677, 692, 699, 730, 741, 764, 767, 772, 811]",0.8,19425
2026-03-06 07:08:02.488112,bitcoin_bitcoin,20,"[17, 31, 159, 176, 232, 274, 411, 419, 440, 475, 505, 514, 545, 597, 604, 670, 673, 674, 721, 833]",0.780952380952381,22692
2026-03-06 07:08:10.007526,bitcoin_bitcoin,24,"[13, 76, 98, 105, 230, 251, 315, 316, 338, 354, 365, 388, 463, 486, 529, 580, 593, 625, 694, 703, 712, 743, 785, 798]",0.7428571428571429,14069
2026-03-06 07:09:31.274595,bitcoin_bitcoin,1,[107],0.7333333333333333,247
2026-03-06 07:09:32.057666,bitcoin_bitcoin,6,"[0, 303, 458, 469, 538, 806]",0.8,3344
2026-03-06 07:09:33.646943,bitcoin_bitcoin,8,"[124, 160, 218, 274, 362, 383, 436, 753]",0.7428571428571429,3962
2026-03-06 07:09:35.574799,bitcoin_bitcoin,3,"[97, 355, 755]",0.780952380952381,2434
2026-03-06 07:09:36.411637,bitcoin_bitcoin,10,"[137, 184, 187, 235, 243, 330, 533, 561, 582, 686]",0.7904761904761904,2118
2026-03-06 07:09:39.742802,bitcoin_bitcoin,4,"[127, 129, 218, 230]",0.7238095238095238,1524
2026-03-06 07:09:39.742995,bitcoin_bitcoin,12,"[114, 159, 167, 359, 365, 481, 540, 558, 590, 626, 712, 823]",0.7619047619047619,5218
2026-03-06 07:09:40.143112,bitcoin_bitcoin,16,"[35, 93, 106, 145, 152, 275, 294, 316, 526, 534, 635, 662, 675, 683, 718, 777]",0.7238095238095238,12163
2026-03-06 07:09:42.136191,bitcoin_bitcoin,20,"[76, 86, 152, 266, 278, 286, 300, 312, 347, 387, 403, 422, 456, 568, 576, 596, 658, 714, 785, 826]",0.7523809523809524,7547
2026-03-06 07:09:44.562802,bitcoin_bitcoin,2,"[413, 621]",0.8095238095238095,682
2026-03-06 07:09:47.916333,bitcoin_bitcoin,32,"[34, 180, 205, 208, 209, 244, 266, 294, 313, 350, 358, 374, 377, 383, 424, 440, 452, 460, 522, 537, 599, 626, 642, 643, 647, 650, 663, 666, 689, 756, 795, 812]",0.6666666666666666,18358
