Timestamp,Repo,FewShot_Count,Individual,Macro_F1,Token_Count,Token_Count_cl100k
2026-03-27 02:43:33,microsoft_vscode,1,per_instance_selection,0.4998442253863941,494.7488038277512,443.01913875598086
2026-03-27 02:44:16,microsoft_vscode,2,per_instance_selection,0.5206982683618198,865.6267942583733,769.3325358851674
2026-03-27 02:44:59,microsoft_vscode,3,per_instance_selection,0.5779649168044448,1193.901913875598,1060.6459330143541
2026-03-27 02:45:42,microsoft_vscode,4,per_instance_selection,0.562302899532985,1561.7655502392345,1383.6291866028707
2026-03-27 02:46:27,microsoft_vscode,6,per_instance_selection,0.5703258655804481,2372.715311004785,2099.33971291866
2026-03-27 02:47:29,microsoft_vscode,8,per_instance_selection,0.5895781012110483,3170.200956937799,2795.55980861244
2026-03-27 02:48:31,microsoft_vscode,10,per_instance_selection,0.5657670122834056,3961.6411483253587,3493.2105263157896
2026-03-27 02:49:36,microsoft_vscode,12,per_instance_selection,0.550264177230927,4744.418660287081,4185.547846889952
2026-03-27 02:50:43,microsoft_vscode,16,per_instance_selection,0.5613265760019286,6281.064593301436,5535.17942583732
2026-03-27 02:52:16,microsoft_vscode,20,per_instance_selection,0.5382250636880267,7853.131578947368,6909.495215311004
2026-03-27 02:56:53,microsoft_vscode,24,per_instance_selection,0.5514826567458146,9365.73923444976,8235.552631578947
2026-03-27 03:02:40,microsoft_vscode,32,per_instance_selection,0.5465981411199927,12182.205741626794,10697.555023923445
