Timestamp,Repo,FewShot_Count,Individual,Macro_F1,Token_Count,Token_Count_cl100k
2026-03-27 02:21:56,opencv_opencv,1,per_instance_selection,0.7189188460864763,654.6538461538462,621.5615384615385
2026-03-27 02:22:12,opencv_opencv,2,per_instance_selection,0.6873015873015872,1641.8384615384616,1560.9769230769232
2026-03-27 02:22:35,opencv_opencv,3,per_instance_selection,0.6606479156202912,2653.7,2505.876923076923
2026-03-27 02:22:58,opencv_opencv,4,per_instance_selection,0.659508234709461,3431.5923076923077,3243.476923076923
2026-03-27 02:23:20,opencv_opencv,6,per_instance_selection,0.675238666061902,4972.707692307692,4701.615384615385
2026-03-27 02:23:51,opencv_opencv,8,per_instance_selection,0.6950061692317684,6854.607692307693,6495.9384615384615
2026-03-27 02:24:27,opencv_opencv,10,per_instance_selection,0.6807729217625965,7868.0,7439.576923076923
2026-03-27 02:25:01,opencv_opencv,12,per_instance_selection,0.6969881969881969,9159.946153846155,8660.338461538462
2026-03-27 02:25:38,opencv_opencv,16,per_instance_selection,0.7049139539705577,12243.5,11561.846153846154
2026-03-27 02:26:35,opencv_opencv,20,per_instance_selection,0.6653289690012854,14470.184615384615,13670.038461538461
2026-03-27 02:27:30,opencv_opencv,24,per_instance_selection,0.6844963013803097,16366.607692307693,15466.523076923077
2026-03-27 02:28:28,opencv_opencv,32,per_instance_selection,0.6947365598194822,20284.36923076923,19125.846153846152
